userName,score,at,content
Kapista,1,2023-09-23 05:10:55,di android susah login👎🏻
Nayla Nadya,5,2023-09-23 04:24:21,Boleh nih buat kalau mau main bareng teman jdi bisa ke discord dulu👍🏻😲
Axello Lionel,3,2023-09-23 02:55:05,B aja
Khairi Pasha,1,2023-09-23 01:57:08,GIMANA SIH CARA REGISTER/LOGIN=Not clear MALAH UNABLE TO REGISTER JANGAN DOWNLOAD APK INI!!!!!!!!!!!! 😡😡😡😡😡😡😡😡😡😡😡
Adoel RZ,5,2023-09-23 01:31:46,tambahin bahasa Indonesia juga donk padahal banyak user Indonesia juga yg pake aplikasi ini daridulu
Ainun Nunia,2,2023-09-23 00:46:16,Di update malah gak bisa dipencet channel channel nya dan grup grup nya
Matahari Matahari1,5,2023-09-22 22:49:58,Nice
Its Igoyyy,1,2023-09-22 19:43:29,Bug audio terus sudah di reinstal
Sur Yana,1,2023-09-22 18:40:22,Please fix immediately lots of bugs every time you log in it always connects even though the internet signal is stable. Same there is no nitro icon in profile settings?
LobsDiary CH,1,2023-09-22 16:55:12,Can't login !!!!
lencc yureta,1,2023-09-22 16:08:39,"APLIKASI BABI MASUK AJA DIPERSULIT,PADAHAL UDAH BENER ALAMAT EMAIL SMA PW NYA,MONYET"
Misaki Kagamine,3,2023-09-22 15:55:52,Suka force close ga tau knp aneh
Erwin Crazy,5,2023-09-22 15:33:17,Adakan fitur translate dong
ZXC Official,1,2023-09-22 15:25:26,Tidak bisa login apk payahhhh
Acil Dollken,3,2023-09-22 13:30:52,3dulu bintang nya tkut kurang bgus
MN,5,2023-09-22 13:20:14,Everyday discord
Ronan,5,2023-09-22 12:50:06,nice
Diana,1,2023-09-22 12:46:25,"Karena login nya lambat aplikasi tidak berguna, dan milih gambar tapi harus login ulang. Dasar aplikasi tidak berguna dan sampah"
malfaegha malfaegha,5,2023-09-22 10:49:54,Keren
jasen prayoga,5,2023-09-22 09:48:45,aplikasi bagus tp ada beberapa bug
Jordan Peterson,4,2023-09-22 09:45:54,"Update terbaru sering bug. tolong di fix, saya masuk dc selaalu stuck di loading screen. THX"
Nickolas Saputro,5,2023-09-22 08:59:16,Good aplikasi and easy to use this..
rayhan ar rasyid,5,2023-09-22 07:08:56,Wah wah
Moch Lukman Hakim,5,2023-09-22 03:50:05,Seru dan menarik
Ci Nest,4,2023-09-22 03:31:21,"padahal kemarin baik baik saja ,saya masih bisa kirim foto dan vidio ,sekarang sudah tidak bisa lagi waktu saya mau kirim foti dan vidio loading terus padhaal saya lihat jaringan normal tidak ada kendala ternyata dari discordnya aja yang begini bahkan discord kedua saya juga tidaj bisa dipakai kirim"
Rendymv10,1,2023-09-22 02:05:30,Mau login susahnya minta ampun padahal uda benar milih ehh salah terus
Dizryl Ryuza Hamizan,5,2023-09-21 23:32:04,Cool app :)
Adie Saputro,5,2023-09-21 23:22:42,Mantul
Patan Mubin29,5,2023-09-21 16:49:46,Good
Onellya,3,2023-09-21 13:01:37,Yaa kadang suka gk jls tapi gpp lah
Falah Adila21,5,2023-09-21 12:39:02,Madep
Guard Dinand,1,2023-09-21 12:15:32,Sering keluar sendiri gak bagus di download
SMC-27,3,2023-09-21 10:53:11,Saya kehilangan google autentikasi dan apakah tidak ada cara untuk mengembalikan akun dc saya min ??? Mohon bantuan
Esther Sophie,1,2023-09-21 10:49:19,Mengapa saya tidak bisa membuat akun discord
Yahya,5,2023-09-21 10:22:57,MANTAP
Raffa Aulia,1,2023-09-21 08:54:15,Aplikasi apa ini bab* GW LAGI BUAT AKUN EH MALAH DAPAT NOTIFIKASI KAMU ROBOT MEMANG ANJ***
Shaquille Ghifari,5,2023-09-21 08:45:43,Aplikasinya bagus
Muhamad Aji Prasetyo,1,2023-09-21 08:33:03,Aplikasi rusak login aja ga bisa bisa
Luis McCartney,5,2023-09-21 08:23:06,Mantap dang 🤙
Pudinnasril,1,2023-09-21 07:27:40,Yo sip
Sussy Baka,5,2023-09-21 06:58:05,Cool
muhammad adi gunawan,5,2023-09-21 06:34:55,aplikasi yang sangat terbaik di jaman sekarang ini buat main game
Bagus Velani,5,2023-09-21 03:53:36,Best
ikan teri,4,2023-09-21 01:01:32,"Kok discord saya tampilannya baru ya, malah bikin bingung. Saya lebih suka tampilan yg lama"
Rois Dayat,3,2023-09-20 17:40:53,Kalau ada bahasa indonesia lebih bagus
Rakha Rahadian,2,2023-09-20 15:25:08,Kalau join voice conecting terus ga bisa conect. Kenapa yaa!?
Sangaji Sarkoro,5,2023-09-20 15:05:20,Ok
Muhammad Bintang Adriansyah,3,2023-09-20 13:30:41,"Aplikasinya ini nge bug kah?,karena saya saat verifikasi sudah memasukkan kodenya dengan benar tapi tidak merespon atau salah,tolong diperbaiki ya pihak discord🙏"
Defri Andika,1,2023-09-20 13:16:49,"Aplikasi gajelas, masa ganti device malah gabisa login akun, aneh, hapos ae dari PS panteq"
Armz.,5,2023-09-20 11:27:24,"Keren, enak, lucu karena ada sounboard nya"
Linggawarman,5,2023-09-20 11:05:00,Bagus
pandu hidayatullah,5,2023-09-20 10:40:32,sangat bagus untuk membantu komunikasi
Semesta,3,2023-09-20 10:28:43,"saya tidak tau apakah masalah di activities tentang rotasi otomatis itu sudah selesai, tetapi ada bug lagi yg membuat susah untuk menggeser layar ke kanan atau ke kiri."
Fata Hilm,1,2023-09-20 08:01:51,Bisa gak hapus aplikasi ini aku benci ini
Herryson22,4,2023-09-20 07:08:34,Add Bahasa Indonesia please
Mas_ Sakamoto,5,2023-09-20 06:44:06,"Good Job. Aplikasi discord lancar lagi seperti dulu, tidak ada saran lebih kecuali upload size yang dibatasi 8mb. Setidaknya tingkatkan free mode nya dari 8mb ke 10mb ✨"
Dina Aulia,5,2023-09-20 05:12:15,Aplikasinya sangat bagus dan juga cocok untuk kami para gamer untuk mempermudah komunikasi saat memainkan game bersama teman dan sahabat
Ibnu Sofyan,5,2023-09-20 03:51:24,Juts cool
Andik junet,5,2023-09-20 03:39:55,sudah bisa mengirim foto... terimaksih responnya developer 👍🏻..
Arifin Wahyudi,1,2023-09-20 03:32:35,log in gagal
Abd Aziz17,5,2023-09-20 00:42:57,I like it
Tatoo,5,2023-09-20 00:21:50,Very enjoy
Alvaro Lim,5,2023-09-20 00:02:22,Bagusss
hakimm2,1,2023-09-19 20:29:49,why I can't log in
Dicky mf,3,2023-09-19 20:08:54,Misi developernya bisa bahasa Indonesia gak?
Ultraman,5,2023-09-19 17:45:43,best
Dhanu Romansyah,1,2023-09-19 13:57:19,LIVE STREAM MIC MASIH EROR TOLONG DI PERBAIKI MIC EROR SAAT BICARA
03_Akmal Firdausy FW,4,2023-09-19 13:35:22,Too many unecessary update
Reagan Palmer,1,2023-09-19 13:03:07,Bagus banyak bug saran update terus bag ya
brigita rosari,1,2023-09-19 11:36:14,Nrima cuman login doang gak bisa bjirr
D T,1,2023-09-19 10:50:34,Too much captcha idiot apk
Boy Doel,3,2023-09-19 10:29:26,Biar ku coba dulu
Thejanise,5,2023-09-19 10:15:34,Best! Nyesel kalo ga join discord!
NeXuZZ,1,2023-09-19 08:53:57,Email ama password dah bener tapi gak bisa login
Mohamad Aditia lesmana,1,2023-09-19 08:30:36,"Testing, kalau bagus bintang 5"
Saludung Resa,1,2023-09-19 07:36:26,Sampah gak bisa masukin kode padahal udah bener terus login lagi malah gak bisa masukin umur dahh gimana sihh
Argus Doni,2,2023-09-19 06:20:25,Oi min napa gua gak bisa login. Setiap mau bikin akun ada kesalahan jaringan gimana. Ayolah jangan bikin gua naik darah.
Alex,5,2023-09-19 05:51:47,GG I like this
Akun Kata,5,2023-09-19 05:42:02,"Bagus, untuk sosial berinteraksi, memperluas hubungan dan menjalin pertemanan"
Wiwit Aningsih,4,2023-09-18 18:09:34,"Bisa ditambahin pengaturan bahasa indonesia dan bahasa semua negara, agar lebih memudahkan bagi yang kurang fasih berbahasa inggris"
Hussaeni Fahmi,5,2023-09-18 17:33:41,Ok
Sudomo Wu,3,2023-09-18 15:13:44,I can not upload a image or send images in discord.. Can u help me?
kita kan genk,5,2023-09-18 14:28:04,Biar apa
Enrique Dwinata,2,2023-09-18 13:28:31,Susah sekali untuk login kembali
Suga,5,2023-09-18 12:59:50,Very goooooooood
Prayoga Rasundri,4,2023-09-18 10:52:32,Cukup up discord
Yoga Marwansyah,5,2023-09-18 10:48:50,Cool
Ryuuzuka,1,2023-09-18 09:26:10,"Aplikasi rusuh, gajelas. Suka tiba tiba ke log out trs disuruh reset password. Sus activity, sus activity apa coba gw cuma ngbrol biasa sama orang"
Farel,1,2023-09-18 07:39:16,Kenapa harus minta kode si
Moh. Khoirul Anam,5,2023-09-18 02:52:26,NICE APK I GIVE YOU 5 STARS😆😆
SiahaanTuanPangorian “PenggunaOnlineBisnisShopp” LumbanGoratNo15,5,2023-09-18 01:51:20,Ok
aus trali,5,2023-09-18 00:47:35,good
Gi Lang,1,2023-09-18 00:36:39,"Woi gabisa login/register, kode tidak bisa digunakan dan saat mau masukan email selalu katanya sudah dipakai"
Anton Kaimana,1,2023-09-17 23:53:42,🤬😡😡
Muammar Zaidan,5,2023-09-17 13:19:37,Suki
Muhammad Zidane Adhlijihadi,4,2023-09-17 13:19:27,"Suara voice sering ilang, kadang tidak bisa di geser layarnya"
Rhiade Liani,5,2023-09-17 12:29:56,Pengarahan yang baik
Moh,1,2023-09-17 12:06:06,"Aplikasi gajelas, login ulang/buat akun aja di persulit, verify yang aturan bener malah disalahin, suruh cek email tapi ga dikirim pesan"
Dani A.R,5,2023-09-17 11:51:36,"Masih bingung sih fitur""nya, maklum baru pertama kali pake"
Kilau Kinara,5,2023-09-17 11:44:22,Great 👏👏👏👏👏👏👏👏⭐⭐⭐⭐⭐
hanif pramandana,5,2023-09-17 11:34:57,Perfect
HavilahSaharaPurada HafidzChayim,5,2023-09-17 10:57:52,Ok
Mutiara 123,1,2023-09-17 10:29:53,"ini discord kenapa sih?? setiap saya daftar pke email malah ada tulisan kayak ""email is already registered"" padahal email saya baik² saja. terus saya pake nomor handphone saya, tapi code nya belum masuk masuk, ketika ada code nya malah tidak bisa di tekan verifikasi nya. padahal jaringan saya baik² saja. capek saya sama discord padahal disitu ada teman teman saya :( mohon bantuan nya discord🙏🏼"
Fariq,4,2023-09-17 10:08:03,Lumayan buat voice ama temen
Dicky Surya,1,2023-09-17 09:43:46,"Aplikasi hina ampas, kebanyakan minta pertanyaan, banyak paler cuma akun lupa semua"
Alfariel Zulfan,4,2023-09-17 09:05:51,Saya pengen dapet semua teman dan aku kasih meminta untuk jadi teman dengan cepat kenapa ada notif malah nggak verify akunya plis pas mau verify di permudah lagi tapi segi fitur bagus tinggal dipermudah verifynya
Hulaifi Alrosyid,5,2023-09-17 08:59:29,Bagus
Muhamad Farizi,1,2023-09-17 08:33:43,butut kumaha maen keun na
andra fillo,2,2023-09-17 08:15:17,"why discord, I've only joined discord for 1 day and suddenly need verification"
Shaluna A.G,5,2023-09-17 07:53:16,Jadi punya banyak teman
Rizki_hanzz Rizki,1,2023-09-17 07:50:12,Ini gimana nih akun sy hilang dan cara mengembalikan nya gmn dan padahal PW dah bener kok tetep gk bisa? Perbaikin lah woii
Raja bariklana,5,2023-09-17 07:33:20,🗿
60 Second Stories,1,2023-09-17 06:11:25,Kecewa banget pas login susah
Satya Ubada Ubaidillah,5,2023-09-17 05:59:41,😎👍
Rayhan,5,2023-09-17 05:39:56,So good👍👍
Satriozz Infinix,5,2023-09-17 04:18:57,Bagus
Anwar Fauzi,3,2023-09-17 03:11:50,"Di Ponsel Oppo A95, Aku Tidak Bisa Update Discord, Saya Mau Gabung Ke Server Game Kesukaan Saya Jadi Susah, Aku Terpaksa Harus Download Discord Versi Terkini Di Ponsel Realme C33 ( Ponsel Baru Bapak Saya )"
Gugus Batak_Putu Indra Gautama,5,2023-09-17 02:14:28,Uwoh
erhan hadi,5,2023-09-16 20:55:00,🍃👍
Rasya S. A. I,5,2023-09-16 16:37:50,"thanks for fix voice call bug, now i can voice call while playing with my homie"
Ardi Wiranata,1,2023-09-16 16:04:33,Kasih bahasa indonesia lah
Nayla mahira,1,2023-09-16 14:41:00,Dog Discord can't log in
Muhammad Saputra,3,2023-09-16 14:29:00,Tidak ada subtitle Indonesia 😌🥲
Ahmad Azary,2,2023-09-16 12:33:59,"Tolong lh discord pliss benerin, ada masalah di bagian verify number phone saya setiap klik tombol verify ga bisa padahal sudah masukkan nomer telp dan kode verify, tolong ya discord di benerinn🙏🏻🙏🏻"
Muhamad Irfan,1,2023-09-16 12:20:06,"login dipersulit padahal sudah benar beda device doang tapi tetep gagal, makin kesini makin jelek"
Khoceng gaming,1,2023-09-16 12:03:25,Riweh
Rafael,5,2023-09-16 10:41:12,Well
Niko Saputra,5,2023-09-16 10:28:12,"Please to Discord, I ask to immediately fix the bug in this apk, since the update there has been a bug that is really annoying, I hope this bug will be fixed soon"
Luke Lightning,5,2023-09-16 08:55:08,Add more Wumpus stickers
Muhammad Fitrah,5,2023-09-16 08:53:11,"saya menggunakan discord ini sangat bagus untuk berkomunikasi jika menggunakan wifi, kalau memakai kuota data, ya kemungkinan makan kuota nya agak besar🤣"
Rafelino,5,2023-09-16 08:13:35,Nice app
DARK BANDIT,5,2023-09-16 08:01:50,mantappp
Zenyalon,5,2023-09-16 06:01:08,Please fix the app its too heavy for me
Fahril,1,2023-09-16 05:51:52,"ngeleg bngett buka tt, yt, dll lancar giliran ds ngeleg ke knntl apk rusak"
Falis Anwar sanusi,5,2023-09-16 04:37:09,Maksih ka Indonesia
Ryzz,1,2023-09-16 03:24:13,apk tlol
Hleckdom Aitarag,1,2023-09-16 01:10:39,Gak bisa login atau register satu bintang
Alfian Prasetyo,5,2023-09-15 23:55:13,Noice !!!
Seven Knight,1,2023-09-15 23:42:11,"ada bug di bagian pemilihan audio output gabisa pilih,dengar dan gak bisa ngomong tolong di perbaiki sudah di coba beberapa hp tetap saja sama dan di instal ulang pun tetap begitu"
Athaar Putra Setiawan,5,2023-09-15 22:59:50,😊
Ferrenza Ergiansyah,3,2023-09-15 20:06:23,Why mobile apps audio output quality so bad? Please use high bitrate for better quality
M.Dava Algifari,1,2023-09-15 19:16:47,"Why i can't login to my account!?? When I put the ""I am not robot"" thing correctly it still doesn't let me in! Why!!!!?"
Adrian Luthfi Tarigan,5,2023-09-15 18:49:01,bisa mudah berinteraksi dengan para vtuber kesayangan
Sul pratama,5,2023-09-15 17:08:24,Mantap
Mitwa *The Fauzan,1,2023-09-15 14:43:03,"Tiba"" error' aneh njing, malah group discord gua pada ilang, admin ngibul gk jelas"
Ajacut rohani,5,2023-09-15 13:38:28,Saya pengen gordon freeman
Muhammad Rafly,2,2023-09-15 13:07:09,Sering bug no voice
Visioner X3D,5,2023-09-15 13:06:14,Overall nice
Johannes Halkrieger Jefferson,5,2023-09-15 11:12:33,👍👍👍👍👍👍👍👍👍👍👍
Bani Turijal,5,2023-09-15 10:24:35,love it
B LIMITED'S,1,2023-09-15 09:24:57,"discrod tolol,wani di adu lah"
Desy Oktaviana,1,2023-09-15 08:42:52,Kenapa ga bisa login padahal sandi sama email nya bner goblock
Whispring Bow,1,2023-09-15 06:37:44,suara ku gak keluar wkwk padahal baru install
POLY Geming,1,2023-09-15 06:26:40,"Wahh parah masak iya cuma lg ngomong"" An tiba tiba stuck enggak jelas tolong di perbaiki"
Cikembar Aza,5,2023-09-15 03:32:43,best
Franciskus Junidi,5,2023-09-15 03:21:19,Aplikasi nya bagus
M.Luken Erviansyah,3,2023-09-15 02:30:40,tolong tambahkan bahasa Indonesia sedikit bingung karena tidak ada bahasa Indonesia
Rzy aja,3,2023-09-15 01:53:34,I suggest presenting all languages according to the existing country so that it is easy to understand
Sigit Hartono,5,2023-09-14 23:54:23,The best in the world 🌎⭐💕
Rasaf R,5,2023-09-14 15:28:18,"Saya sangat berterimakasih karena sudah menanggapi komentar saya dan saya juga sangat berterimakasih karena sekarang sudah bisa memasuki kodenya dengan membaca verifikasi yang telah admin berikan,saya akan terus menjaga aplikasi discord ini,mungkin saya yang kurang teliti,mohon maaf atas tingkah laku saya,terima kasih"
Aldi,1,2023-09-14 15:04:33,Apasi ga jelas banget kode invalid Mulu padahal kodenya baru masuk perbaikin dong min
Singgih Harun Alrasyid,5,2023-09-14 12:36:29,Sangat cocok di gunakan untuk game online
Tjhen Poh Tju,5,2023-09-14 12:24:06,😁👍
Ed Dias,5,2023-09-14 10:58:11,Best udh
Padla ala,5,2023-09-14 10:57:59,Mantap gacor
Cliffton Noya,5,2023-09-14 10:06:03,Such a good app for gamers
Sigma Pablo,3,2023-09-14 07:35:40,Sumpah dah login nya ribet banget waktu pake akun google di rusuh verifikasi terus pas udah ke verifikasi malah kagak masuk² tolong di perbaiki plis
Muhammad Gald Teary,5,2023-09-14 04:56:23,Nice apps
Rafi Crot,1,2023-09-14 04:44:43,Bug mic tidak bisa berbicara
Betharya Irenne,3,2023-09-14 04:39:39,"tolong diperbaiki min, alasannya link discord.io tidak bisa di akses tolong di fix"
Syukhrawardy Bey,4,2023-09-14 03:11:46,sieep
NM,5,2023-09-13 19:17:20,"Bagus banget, dan bisa toxic sesuka hati😋😋"
Apah Apah,4,2023-09-13 18:43:46,"I like it but when verifying the number why can't it work? I've tried over and over again but it doesn't work, please fix it again"
Raisyid Putra wijaya,2,2023-09-13 15:47:59,Selalu force close sama ke log out sendiri
Dwi esti Ayu,5,2023-09-13 15:45:15,Everythin is perfect
Wisnu Adnyana,1,2023-09-13 15:00:48,"Kok nggak bisa ya verifikasi email, auto uninstall 👍"
Mikhail Pondaag,1,2023-09-13 14:46:07,Untuk pengaturan suara bot musik nya juga udah nggk ada gmna cara nya sih ajg !!
Fadhl Achmad,5,2023-09-13 13:06:07,Bagus cuman kadang suka crash gitu aja
Anjas Kurniawan18,1,2023-09-13 02:00:36,Gak kereen
Aiipslamet priyadi,1,2023-09-13 01:38:29,Gak bisa login
John S J Tomasoa,4,2023-09-12 23:39:10,Bagus untuk komunikasi jarak jauh pada saat konvoi motor
Sidiq Masri,5,2023-09-12 20:35:16,Good job
Next Level,5,2023-09-12 14:48:38,Ok
Oy. Oy,3,2023-09-12 13:46:41,"Sistem delete akun, waktunya terlalu lama harus 14 hari lebih baik di kurangi sampai 5 hari saja, soalnya ada beberapa server yang ber sistem duoble counter yang dimana ga boleh dual akun atau lebih, semoga di baca oleh developer 🙏🏼"
Rizki Rizki,1,2023-09-12 11:50:41,Kenapa saat verifikasi nomer telepon selalu password salah padahal password sudah benar tolong diperbaiki masalah seperti ini sangat membuat kesal!!
hotman moore,5,2023-09-12 10:53:00,Mantap bisa ngobrol di banyak teman
Andra aryakeandraardana,1,2023-09-12 09:52:42,Karena gak bisa login padahal udah benar udah sok keren
Faiz Ahmad,5,2023-09-12 09:50:37,Ok
King Azazel,3,2023-09-12 07:43:22,"Update mulu tapi bug dah lama masih ga bener2, update buat apaan coba"
userx2312,5,2023-09-12 05:12:22,bahasa Indonesia nya kapan rilis dev
Diandra,5,2023-09-12 04:46:05,"just good, hang out with my friend and what else"
FERDI BAT,5,2023-09-12 04:30:40,Bagus Yuk gabung Ke Discord Windah Basudara
Cinta Setyareni,1,2023-09-12 04:15:17,Rata rata mengapa ga bisa dibuat chat
nurlaila kaune,5,2023-09-12 03:36:20,Bagus👍👍👍👍
Juninho Bule,5,2023-09-12 02:55:03,Okay
Calvin Stevan,1,2023-09-12 01:41:45,"Rusak mulu, gak ada suara orang lain"
rnd 721,2,2023-09-12 00:06:22,why always connecting and the app not working
Surya Fachry,1,2023-09-11 22:59:25,Kenapa aku gak bisa masuk di aplikasi nya malah tulisan nya unable register
GR 21,1,2023-09-11 16:15:48,asssssuuuuuuuuu
Fatir Azzam,5,2023-09-11 14:52:22,Its cool
Hafiz Bau,2,2023-09-11 13:11:15,"Halo Discord! Disini aku punya keluhan soal verifikasi ni, saat aku mau masukin nomor kan harus pakai kode di SMS sesudah saya salin kode lalu saya tempel disaat saya mau pencet verify kenapa tidak bisa di pencet walau sudah berulang kali???, Ini sangat menyusahkan saya dan juga menyusahkan pekerjaan saya di dalam grup grup saya tolong dong bantuannya."
xenom legends,1,2023-09-11 12:53:31,Babi kau banyak bug
Naga Air,5,2023-09-11 12:46:33,Good
Aimar Yusuf,4,2023-09-11 12:36:05,Hhhmmm its good but very lag idk what happened to my discord
Faris,5,2023-09-11 12:06:02,Buat ngobrol Ama tmn
Mkaysan Murabbi,1,2023-09-11 11:35:33,"Tolong discord saya mau buka discord kok tiba tiba keluar sendiri giliran saya reinstal pas log in, pas saya pencet verifikasi nya malah keluar sendiri lagi, dan kaya gitu terus pas saya pencet verifikasi, tolong discord gmn itu caranya"
zacky,5,2023-09-11 11:07:11,Haloh
bennn,1,2023-09-11 10:37:24,Discord anjeng bermasalah mulu
mbagg pruttwoyowoyo,1,2023-09-11 09:33:28,Not discord too
lili peace,2,2023-09-11 08:12:08,"Tolonglah, masa pas mau masukin verify code code yang dikasi itu udah kepake? Semua?? Ya terus kitanya gmn????????????"
Sarifudin Sarif,1,2023-09-11 08:08:55,Aplikasi ini bikin sya kesal karena pendaftaran nya gajelas
X Azura,4,2023-09-11 07:36:17,"4 dulu, kalo inget gua tambahin"
A. Dani,5,2023-09-11 07:33:21,Love it
Sohib Wibawa,1,2023-09-11 06:54:00,"Aplikasi burik, ngebug terus otak nya di usus ya?"
Louis Situmorang,5,2023-09-11 05:47:24,Sangat senang bgt
Xeca,5,2023-09-11 05:23:42,I like it because I know a lot of people out there
Ridho Januardi Tanjung,5,2023-09-11 04:45:33,Good
elfan toed,5,2023-09-11 04:34:35,"aplikasi nya bagus, developer mohon untuk menambahkan fitur bahasa Indonesia dan translate."
Adi Saputra,5,2023-09-11 04:28:13,bagus untuk ngegame
Giovanni Andre,5,2023-09-11 03:34:34,Wooo...
Siti Rohani,5,2023-09-11 02:47:16,Discord memang yang terbaik
Minpin,5,2023-09-11 01:30:22,Ok
Anam Ruknul anam,1,2023-09-11 01:06:19,gak bisa dimasukin
Zuxy Hayuk,5,2023-09-10 20:44:22,Aplikasi yang keren dan mudah chat
nnsq gt,2,2023-09-10 16:45:48,bug expired server
Eric Bam,1,2023-09-10 16:39:23,Why I can't select output from phone or speaker please fix it
Taqy Addins,1,2023-09-10 16:09:08,bgsd ngebug terus
Febbyola,1,2023-09-10 15:56:04,"kimak bgt anjg, ga jelas gua login udh bener semua nya tetep ga bisa mana ditanyain gua robot bukan berkali kali gimana gua ga kesel kntdd."
Muhammad Nabil Aryapraja,1,2023-09-10 14:45:43,dulu bagus sekarang buruk ggr sering lag internet padahal ga ngelag samsek kalo lagi open camera
Kenisha Cayna,5,2023-09-10 12:46:56,Bisa ngobrol sama temen online
Fheartnet,1,2023-09-10 10:40:35,Gaje. Login dikasih tulisan 'new login location detected Mulu. Nih rusak apa gimana aplikasi? Login lewat google ga ada pula. Udah ganti password tetep sama tulisannya. Emg rusak beneran kali
Nayaka Filcozwei,1,2023-09-10 10:36:59,"Tolong diperbaiki gara2 ngak bisa save download tapi tekan sekali terus jadi hang keluar ngak bisa buka apl tampa behenti di apl dihapus ulang lagi ngebak nih ,langsung udah mulai verify dari email mulai resend email tapi gak bisa muncul di gmail gimana ngebug terus nih"
nizambot,5,2023-09-10 10:29:58,mb turunin 18 bang
Tino Rey,1,2023-09-10 10:15:22,"Why i can't press ""VERIFY"", Even though the code has been sent and the code is correct, I still can't enter, WHY?"
Zack Star76,1,2023-09-10 10:00:26,"Why did I want to verify the phone and it failed, I got the code but when I entered the code it was invalid"
Top Up,3,2023-09-10 09:54:18,Keren
ANDILA GM,2,2023-09-10 08:24:32,"Why can't mine verify my number, but with Gmail it's correct. I don't know if this is a bug or what, but I hope this can be fixed"
Pangil Aja Rafa,5,2023-09-10 08:03:02,I like
Rakha Rizki,1,2023-09-10 06:25:37,Tolong vitur verifikasinya iphone di fix jadi nggk bisa pake acc aku lagi mohon di fix
Discord,5,2023-09-10 05:59:04,nice
Wildan Kunandya,4,2023-09-10 05:25:04,Bagus gak sih
Imron Ghozali,5,2023-09-10 05:11:12,good
Abdika Kanza,5,2023-09-10 04:58:11,:( :D 😁
Top Quotes,5,2023-09-10 03:55:19,Mantap kualitas voice bagus buat main game tdk ada putus2
Muhammad Farrel,1,2023-09-10 03:40:08,"Gimana ya kok mau ngisi no hp Truss ga bisa verify, diulang ulang tetap ga bisa"
Muhammad Marvel Dion Putra,1,2023-09-10 03:28:59,Apk ccd
Rafi mubarok,5,2023-09-10 02:20:07,sangat bagus ++++++++
KINGDOM 13 GAMING,2,2023-09-10 02:06:44,Najis banyak bug nya
Rizky Febriansyah,5,2023-09-10 02:05:57,"Ada yg tau kenapa gak?,dc nya gbisa di instal"
Gilang Perdana,1,2023-09-10 01:39:06,Udah login akun tetep ga bisa apk ga jelas #BINTANGSATU
Neneng Fatimah,3,2023-09-10 01:28:32,"When i want to download and create a account it cant ""we cant create a account"" Please i just want to download 😔🙏"
Kyandi Sementara,5,2023-09-10 00:12:34,Hooh
muhardi nurdin,5,2023-09-10 00:10:40,Good application
"isrofatunhidayah ,",5,2023-09-10 00:02:43,Bagus aku bisa berteman sama vtuber
Rizky Hendrawan,5,2023-09-09 23:11:54,Bagua
Muhammad Fazrian Nur,1,2023-09-09 21:38:54,Jadi gk bisa dipakai lagi
Fatir Dwiansyah,1,2023-09-09 16:33:08,Login nya ribet banget
Kim Lenon,1,2023-09-09 13:53:31,"The longer I play this application, the more troublesome it becomes and even makes the user more emotional. Unlike before, I gave it one star, because the application is increasingly disappointing."
azka SYAMIL,1,2023-09-09 13:08:03,disuruh verify nomor hp udah di kirim bacaannya unable to send sms message mulu
Bryanraj Singh,1,2023-09-09 12:56:15,Gabisa di download
Bagas Burnama,5,2023-09-09 12:27:26,Nice
Orang Biasa,4,2023-09-09 12:26:00,Ngawi musical conser bareng mas faiz😂
Rifqi Ramadhan,1,2023-09-09 12:22:41,"Bag haram eek ferfy aja kg bisa taik (Bag haram taik ferfy can't discord taik))That's right, the developer Developer kg bcsh"
Abd Razak,5,2023-09-09 11:53:51,Ok
Pikha Yusuf,5,2023-09-09 09:40:10,dapat bonus
Sulsayd Gaming,3,2023-09-09 07:52:33,"Kasih bintang 3 dulu deh, Soalnya pas lagi asik asik Mabar pakai apk ini,, tiba-tiba keluar sendiri dan gak ada suaranya🙂"
Sri Mega Bintang Pamungkas,5,2023-09-09 07:44:46,Like
Andika Rahmadani,5,2023-09-09 07:38:45,"Saya butuh bahasa Indonesia🙃saya kurang bisa bahasa inggris jadinya susah kalau harus buat akun,saya tidak paham instruksinya"
Johsua Victor Robot,1,2023-09-09 06:20:07,saya Tidak bisa Login lagi ke Akun saya Saya memberi Bintang satu buat alasan itu pendo🗿
Kenzie Agh,5,2023-09-09 05:47:14,APLIKASI BAGUS tapi sayangnya baru aja discord saya kena hack tolong untuk hacker di hilang kan
Egragutawagusta,2,2023-09-09 05:22:17,"kadang bug audio output, ngga bisa dipilih mau pakai spiker atau wired headset, jadi harus reinstall appnya lagi"
Ismul Adam Alkabir,3,2023-09-09 04:14:54,please fix the leg after fixing the leg I will give 5 stars
MUHAMMAD ASHAR LAHMUDDIN,5,2023-09-09 03:45:47,"terimah kasih,semoga bermanfaat"
Porno Pornogravi,1,2023-09-09 03:07:02,Bagus gamenya
Syaipul Rahman,2,2023-09-09 01:55:55,"stupid app still asking me a human or not multiple times after authorization verify cleared, how the quality has dropped, in the end i cant login and this app goes to the dump (uninstall)"
叶轩,5,2023-09-09 01:54:02,Asik coy
Haryanto Haryanto,5,2023-09-09 01:34:59,Pengguna baru
rayyan adiandra,5,2023-09-08 21:35:28,Aplikasi nya bagus udah pama pake gak ada kendala
Ubay 011,1,2023-09-08 17:26:42,Please is there Indonesian
