score,at,content_stemmed
1,2023-12-28 13:01:26,susah ganti pasword
1,2023-12-28 12:11:28,bug room voice chatnya banget ngebug suara dengar bicara tolong dibenerin ngebagusin fitur doang
1,2023-12-28 12:07:12,ganti ui ky nya ribet
2,2023-12-28 11:20:21,update banyaj bug
1,2023-12-28 11:11:22,update nya bagus parah
1,2023-12-28 10:53:51,tutor bikin dek gua registrasi discrod kali verify phone pas login akun nonaktif pande lo bikin
4,2023-12-28 05:33:34,join kair
1,2023-12-28 05:03:52,update buruk mohon baik
1,2023-12-28 04:46:23,gj banget gue kan reg g pas uda kirim kode sms kode valid
1,2023-12-28 04:22:38,g suka new lay out mobile
1,2023-12-28 03:56:40,code udh bener ttp masuk
3,2023-12-28 03:54:56,erti pakai
2,2023-12-28 02:22:17,ko suara nya
1,2023-12-28 02:09:24,nyesel update sumpah liat profile server gegara menu nyatu am tombol home tablet
3,2023-12-28 01:30:21,tolong baik verifikasi nomor telepon udah kirim codenya tetep gabisa
1,2023-12-27 20:11:32,mohon baca dev nya knp chat nya apk trs pas mask kadang cepet ya mohon baik
5,2023-12-27 16:31:52,jenis gemes
1,2023-12-27 15:11:36,update baru cari nya jelek gin ya
1,2023-12-27 14:15:26,update buruk main game liat apk langsung relog suara nya hilang gajelassss
1,2023-12-27 14:11:51,please banget baik stream patah patah ngelag
5,2023-12-27 14:08:38,recomended bagus
2,2023-12-27 13:28:32,habis update banyak bug lucu
1,2023-12-27 13:16:45,voice suara bjier bat
1,2023-12-27 11:51:42,buriq weh ya gwej nobar tampil kaya p patah suara g grasak grusuk pokoe
1,2023-12-27 11:47:56,burik grafik bit nobar gada suara nya
1,2023-12-27 11:31:57,kirim pesan bug balas chat orang tolong fiks bug bug nya ganggu guna
4,2023-12-27 08:37:10,bug buka pesan notifikasi
2,2023-12-27 08:22:22,lot banget kayak
1,2023-12-27 04:16:11,udah update lot
1,2023-12-27 03:27:50,to l rusak ni ui kacau mending balik kayak
1,2023-12-27 01:38:31,bintang alas alami
3,2023-12-26 22:58:14,paksa download apk censorship ig tiktok youtube twitter susah info leak game hoyoverse org nge leak heran
1,2023-12-26 18:47:47,apk gajelas login banyak registrasi make nomer gabisa kirim kode otpnya make email udah daftarin gilir udah masuk lobbynya suruh verifikasi recaptcha bintang dah
1,2023-12-26 14:54:32,login udah bener password nya email persis kaya tulis error halah error error pala lo tu nanas
1,2023-12-26 13:49:14,login tuduh pake vpn email code masuk jlk banget
1,2023-12-26 13:06:12,update bug ui hp realme pro ram gb jalan sama game terkadang out channel voice voice output pilih mode speaker mode reset mode phone ganggu ui nya bug mode mini realme terkadang full horizontal ngga geser terima kasih
1,2023-12-26 12:51:01,akun password nama dah beda gmail log out
4,2023-12-26 12:25:28,manfaat ku haha
1,2023-12-26 10:36:34,ampas bikin ngeleg hp
1,2023-12-26 08:58:13,update baru buruk kembali fitur sedia
1,2023-12-26 08:57:12,tolong kembali bentuk chat nya karna susah update baru update kali lumayan buruk lag nya susah buka chattan nya tolong kembali terima kasih
1,2023-12-26 08:49:09,guna sulit erti tolong kembali
3,2023-12-26 07:45:54,login scan qr sulit
3,2023-12-26 07:12:26,gabisa update ya
1,2023-12-26 05:30:23,ngelag bug login nunggu jam
1,2023-12-26 05:06:33,bug nya drama co force close kalok join voice channel tuh bug nya ngotak co
1,2023-12-26 03:22:41,overall good kaya reng gitu tampil nya but i give star
1,2023-12-26 00:10:46,sampah
1,2023-12-25 22:58:13,ganti ui bikin ribet gabisa search channel balikin ui nya admin
1,2023-12-25 22:34:36,nga login anjeng susah cacat
3,2023-12-25 18:37:48,bug masuk
3,2023-12-25 18:09:46,ya pandu belah kanan bug fiturnya tolong
1,2023-12-25 18:07:44,anj login verifikasi
4,2023-12-25 17:22:36,tolong developer tambah bahasa indonesia faham bahasa inggris tolong pliss
1,2023-12-25 15:32:15,dah
1,2023-12-25 15:06:49,kembali update kemaren simpel
1,2023-12-25 14:20:58,suruh verifikasi nomer telpon ngirim gimana sih baik didiemin
1,2023-12-25 14:05:22,payah bet dah login nya apk sampah
2,2023-12-25 13:01:23,ngerti bahasa inggris log in new login detected tolong akun masukin
1,2023-12-25 10:28:52,lot mending tampil kaya g bug nulis aj nunggu kecewa tg
1,2023-12-25 09:34:28,apacoba gabisa login tolong baik yah rawrr
5,2023-12-25 08:24:13,suka
1,2023-12-25 07:59:34,apa akun kagak rusak rusak
1,2023-12-25 05:39:42,i cant verivicate because someone using my code and i cant use my code verivikasi karna kode ku kode ku tolong kode beda beda karna ak login gabisa login karna baik cepat balas komentar ku kasi bintang
5,2023-12-25 03:53:07,best
1,2023-12-25 00:55:30,bagus lihat online tinggal geser update kurang fleksibilitas
1,2023-12-24 17:49:16,bug ganti audio output phone speaker malam discordnya engga tau suara hilang tolong fix
1,2023-12-24 17:46:31,susah banget daftar udah gitu nonaktif gara spam bgst download deh ribet anj
1,2023-12-24 16:14:31,apk susah erti
1,2023-12-24 15:47:15,susah daftar skrng bnyk bug
1,2023-12-24 14:54:03,apk nya error login error
1,2023-12-24 14:53:43,update aneh susah
2,2023-12-24 14:45:48,woilah bug fixing apa bajing ngebug mulu lu sat
1,2023-12-24 14:18:33,verifikasi
5,2023-12-24 13:30:39,kenal orang
2,2023-12-24 12:56:26,updet kali login akun very no telpon interaksi mohon baik bugnya
5,2023-12-24 12:45:33,emang simpel
1,2023-12-24 12:18:24,setan emang kagak login udah bener lu kagak yaudah jan minimal lu biarin login jan login or passwords is invalid dongo dah bener jan disalahin mulu gw dah nyoba sampe kagak dasar setan gw hapus dah tu
1,2023-12-24 07:57:50,ubah email trus habis masukin password sesuai why
1,2023-12-24 06:41:08,update erorr
2,2023-12-24 06:02:01,ni internet bagus sekalu bug
1,2023-12-24 04:12:23,pas update ribet ngebingungin balikin bintang udah gua kasih balikin
1,2023-12-24 02:44:20,jelek apk nya bug error nyaa
1,2023-12-23 21:44:37,update bug hadeh bagus diupdate pencet notif tampil ngebug ayo rate biar read
5,2023-12-23 20:08:36,suka erat sahabat fitur video call call chat thanks
5,2023-12-23 14:57:07,senang main tiktok krn dpt alam teman support
1,2023-12-23 14:54:27,rate teman toxic
3,2023-12-23 14:27:22,tombol send nya hilang hambat
4,2023-12-23 12:55:21,bugnya ganggu server dar ecek channel bug hilang tampil bar nya sebar tolong baik
5,2023-12-23 11:43:27,nya guna pas updet ko suara orang gobrol
5,2023-12-23 11:30:56,gatau gabut bgs banget mabar temen biar suara bagus
1,2023-12-23 09:23:37,jelek nih rusak apk nya baik kocak lu mending website ya bagus
1,2023-12-23 08:37:25,bugnya nya banyak baik
1,2023-12-23 08:09:46,kembali akun eror masuk
5,2023-12-23 07:47:03,bantu komunikasi main game
1,2023-12-23 06:38:58,verifikasi kasih codenya
2,2023-12-23 06:04:15,bug kocak
3,2023-12-23 05:12:37,kasih bahasa indonesia
1,2023-12-23 04:50:39,kasih bintang pas nge verifikasi phone kode pas masukin salah tolong minn bener min tolong baik min update rusak bug nya tolong minn bugg parah update
1,2023-12-23 04:09:13,maksud log in susah habisin paket data doang bolak gitu kali cari untung
1,2023-12-23 03:24:13,diskontol login susah banget anjg
1,2023-12-23 00:37:37,tolomg kembali swipe kiri display anggota server
5,2023-12-22 22:34:04,kadang error gratis batas
1,2023-12-22 22:23:44,tolong kembali layout layout ribet
1,2023-12-22 21:18:56,akun hilang hapus apknya serverku bengkalai
1,2023-12-22 18:36:45,apk tolol nomor hp gw dah bener unable to sent sms message ah burik
1,2023-12-22 18:28:10,haram lu masuk sandi dah bener
1,2023-12-22 14:30:02,susah login masukin no hp aneh
5,2023-12-22 14:01:32,wibawa
1,2023-12-22 13:23:43,kocak gw udah resign masuk
1,2023-12-22 13:17:46,fitur ui nya ribet bug tolong kembali ui
5,2023-12-22 13:08:07,keren
4,2023-12-22 12:23:35,eror tambah kode nomor telepon kirim sms tolong baik
1,2023-12-22 12:13:30,update jaring buruk canda
5,2023-12-22 11:49:31,mudah urus banget kompe
1,2023-12-22 10:17:55,jelek lupa password masuk pdhl ubah password ngubah password pake google jelek
2,2023-12-22 03:01:41,fitur nya bagus verify verify tolong bug nya fix ya nya kasih bintang
5,2023-12-22 02:42:18,cocok gamer thanks developer good job
1,2023-12-22 01:52:48,apa gajelas log out gilir dimasukin akun salah fix in nyusahin sumpah suka log out tuh
5,2023-12-21 22:46:16,keren suka grup
1,2023-12-21 20:07:28,log in password
1,2023-12-21 19:25:52,abis update rusak bug ui ribet output udh speaker suara kyk nelpon
1,2023-12-21 18:34:11,capthca nya gajelas banget gambar nya kaya gmn muncul gmn udh x skip gada persis hdeh login sulit
1,2023-12-21 18:14:05,fitur sesimple tambah filter untung search channel sulit cari channel buka scroll tolong gausah elegan kesan jadi alam usernya downgrade
5,2023-12-21 15:52:38,ngak tau blm nyoba
1,2023-12-21 15:44:50,dah rusak enak mohon bantu nya mending
1,2023-12-21 14:46:22,nda nda tau bikin enk guna
2,2023-12-21 14:07:35,gabut
1,2023-12-21 13:44:05,bug ajg
1,2023-12-21 13:01:36,aneh register login
1,2023-12-21 12:28:17,benci karna teman
1,2023-12-21 12:20:01,apk rusakk iya verif no hp pas masuk kode blom nyampe detik udah kadaluarsa pas coba kali kya blom detik kode langsung invalid masukin blom apk gajelass gausah install dah sumpahh peaakkk suru verif ngasi kode invalid langsung kadaluarsa kagak ngotakkk emang
1,2023-12-21 12:02:56,dongo update
1,2023-12-21 11:05:28,tolong baru bikin akun
1,2023-12-21 10:14:59,update parah kaga login udh bnr
1,2023-12-21 08:17:36,update dah mai ribet gajelas balikin gausa diupdate update mnding diupdate bagus tlol
2,2023-12-21 07:45:25,mending apdet min nyaman kemaren ni berat bug hp kluar hhmmmmm
3,2023-12-21 07:17:52,tolong kasih language bahasa indonesia please give indonesian language
4,2023-12-21 07:00:31,fitur nya bagus bug verifikasi nomer phone error
1,2023-12-21 06:50:05,nya rusak bangett main game online teman hpnya mati nyala bugnya suara teman kecilll banget mohon update hapus bug nya
1,2023-12-21 06:17:46,login nya banyak syarat
1,2023-12-21 06:11:16,update sampah mudah user sulit masukin fitur baik bug improve alam guna
1,2023-12-21 05:32:43,mff tpi sy gbs akun akun verifikasi
5,2023-12-21 05:24:46,b tpi seru
1,2023-12-21 05:13:44,bug lag nyaman nya tolong update fix biar kaya dlu
2,2023-12-21 05:12:07,update perangkat alami error koneksi pasaat koneksi coba buka web koneksi akses sepertu handphone jalan reconnecting henti pesan dm teman kirim handphone update ui
5,2023-12-21 03:39:57,bagus cari teman frekuensi
1,2023-12-21 02:46:40,apk kode verifikasi nya salahin apk gblok
4,2023-12-21 01:24:38,makasih fitur fitur dalam ubah upgrade jujur kangen sih
3,2023-12-21 00:10:45,tolong tambah atur language bahasa indonesia min bahasa bagus
1,2023-12-20 14:53:23,orang download cuman main login susah bener jelass
1,2023-12-20 14:19:29,babi login kek verifikasi tanah ngentod
1,2023-12-20 14:16:25,sih in kaya sampah temen gw mati duluan
1,2023-12-20 13:14:09,halah gabisa buka uda gitu loadingnya
3,2023-12-20 12:43:54,suka ui suka update foto video teman ngescroll jam jam asih rating bintang
1,2023-12-20 11:36:44,ui aneh banget nge slide kir liat status teman on off ngeslide kir ngereply pesan tolong baik
1,2023-12-20 10:47:11,susah login gajelas udh verif email tetep gabisa login gaje
1,2023-12-20 07:29:20,sulit login log out all device tetep tolong baik
5,2023-12-20 07:09:11,register akun suruh login kenapaaaa
1,2023-12-20 04:27:08,bobtok
1,2023-12-20 04:12:37,update sebal
1,2023-12-20 03:16:05,rusak
1,2023-12-20 02:34:52,tolong fix boy clyde chat chat ad bot clyde muncul chatnya dj kirim
1,2023-12-20 00:37:57,pakai
1,2023-12-20 00:03:57,rusak ribet ngapa ngapain ui nya jug ubah upd
1,2023-12-19 19:42:43,berat banget buka yt aman loading mulu kelar
1,2023-12-19 18:55:50,fitur nya jelek pas update gw suka fitur ribet update bagus jelek
1,2023-12-19 17:08:45,gw ubah rating gw views hancur
1,2023-12-19 16:51:11,streaming pause pause
1,2023-12-19 15:48:08,udah akun gmail suruh ganti gmail
1,2023-12-19 14:45:03,masuk ap liat email gimana dah gua liat email kagak ni apnya masuk email tolong baik
5,2023-12-19 14:01:15,login ya
2,2023-12-19 13:45:09,pasuk server mengechat chat chat orang mohon dibenerin senang pasuk server bingung chat org mohon dibenerin
1,2023-12-19 12:30:03,bangke update baru bikin hp kedap kedip gatau
1,2023-12-19 12:02:05,sampah kali buset dah update alami problem jaring lancar jaya akses ngelag nya keren apresiasi
1,2023-12-19 11:59:30,discort ngk cuih semenjak update buka bagus burug sulit guna ny
1,2023-12-19 11:50:45,tolong semenjak update fitur tamplian nya susah banget ken buka chat
1,2023-12-19 10:30:44,gajelas update jdi suara
1,2023-12-19 03:53:42,apasih jelasss bgtt suruh masukin no hp trus suruh nunggu kode nya masuk eh pas udah masukin kode nya kode invalid udah no hp gw coba invalid trus kocak sampe gw salin kode nya sms taruh kode invalid apk broken ajg
1,2023-12-19 01:54:25,update nya bagus ribet
1,2023-12-19 01:07:05,tolong kembali ui lamaa woiii ui jelek nyari kudu chanel hadeuhh
1,2023-12-18 22:38:08,mengsedih
1,2023-12-18 12:07:22,ribet log
1,2023-12-18 11:34:41,display channel layout rumit nyaman display online member sulit mohon kembali display layout bug ribet berat
1,2023-12-18 09:51:07,update ui repot
2,2023-12-18 09:02:57,ui nya jelek bagus ui
1,2023-12-18 07:34:33,gabung komunitas mana
1,2023-12-18 00:51:07,bug buka gambar potong panel zoom in out unduh gambar tampil uinya jelek
1,2023-12-18 00:48:37,versi ui update buruk lamban versi baru
1,2023-12-18 00:04:36,susahhh banget login woiii kenapaaa harussss sulit login bnyak kali verif nya capek kali pake akun nya susah kali login kirim email reset password udh coba susah kali gimana coba login nya tutor coba ahhh emosi
1,2023-12-17 20:05:30,ribet verifikasi buat google simpel program ribet masuk
1,2023-12-17 14:16:42,nyaman ui
5,2023-12-17 13:53:58,terima kasihhh baik bug
5,2023-12-17 13:50:10,bagus sih ngobrol main game cari meme gw jg dapet temen berkat cuy ku kasih bintang bagus
1,2023-12-17 12:58:14,bug pencet
1,2023-12-17 12:22:45,aneh suruh login pas login tombol verify gabisa tekan gimana login
1,2023-12-17 11:51:51,balikin dc skrang lag banget gaenak patah patah
1,2023-12-17 11:23:20,login ribet pas reset verify login
1,2023-12-17 11:12:56,tolong update nya bener uodate nya pas lihat sharescreen temen patah
1,2023-12-17 10:34:55,update buka jir gimana
4,2023-12-17 10:10:49,suka desain layout
1,2023-12-17 09:28:01,versi baru bug
1,2023-12-17 07:27:18,tolong masah verifikasi nomor telepon duluh chat verifikasi nya eror tombol verifikasi masah pencet udh masukin kode verifikasi duluh aman aman susah akun
1,2023-12-17 06:56:16,ngebug voice chat kedengeran ui sampah
1,2023-12-17 05:39:48,login hapus pas coba masuk akun coba ulang kali sajaaa
1,2023-12-17 04:22:29,ancur ui nya bikin ribet user hadehhh
2,2023-12-17 03:36:23,tolong baik discordnya hp sensor proximity nya buka mic ajj sensor aktif menggangu banget pas main game kamera ketutupdikit layar mati bikin nyaman
1,2023-12-17 03:06:26,bintang denger teman gabisa denger suara teman
5,2023-12-17 02:40:11,ramah isi orang orang
1,2023-12-16 19:49:51,gw login ilang
4,2023-12-16 18:49:19,gw kangen ui
1,2023-12-16 16:34:47,keren enak dipake bugnya hadehhh
1,2023-12-16 15:51:52,update enak uinya
1,2023-12-16 15:43:00,update ui nya aneh enak ribet total
1,2023-12-16 11:51:18,update update nya sentuh ngebug gl banget simpan gw aman tuh
1,2023-12-16 11:09:35,tolong gimana download akun
1,2023-12-16 11:04:56,fitur pop out ganggu aktifitas non bareng youtube layout pop out masalah
1,2023-12-16 09:40:39,najis orang main sulit verifikasi akun itu pake akun beda gabisa pake akun jdi developer niat ya gin
5,2023-12-16 08:38:59,nya bantu
3,2023-12-16 08:12:47,kasih bintang pas kait akun pakai no hp kode invalid udah bener kode tolong baik
1,2023-12-16 06:29:10,bug
1,2023-12-16 06:21:53,ui bagus
1,2023-12-16 05:35:28,apk buruk
1,2023-12-16 04:16:53,buruk kek paan dah nomor sandi udh bener slhh
1,2023-12-16 04:01:34,update baru baik eror lag kadang bug update kecewa
3,2023-12-16 01:44:22,minimal kasih bahasa indonesia
1,2023-12-16 01:10:56,kuota ad buka connecting tolong ni knp coba buka lancar g ad kendala aj masalah tolong baik
1,2023-12-16 01:00:27,kecewa layan lupa password nya tolong cs baik
1,2023-12-16 00:47:30,tolong gara gara update sinyal jelek proses chat
1,2023-12-16 00:45:03,update versi baru rumit bikin kecewa user tambah pemberitahuan apa server udah join akses alas server report macam tolong fix rugi
1,2023-12-16 00:43:07,stuck connecting jam install ulang
1,2023-12-16 00:39:23,kembali ui update baru bug ganggu
1,2023-12-16 00:39:20,bangke abis update bug blank hitam server ku ilang
1,2023-12-16 00:37:25,kembali update jelek
1,2023-12-16 00:37:06,tampil nge blank
1,2023-12-16 00:32:03,new update bug rumit crash buka
1,2023-12-16 00:19:09,update bug server kadang ilang trus kadang bsa pindah server
2,2023-12-16 00:17:26,tiba trus server hapus
1,2023-12-16 00:15:42,update an baru gajelas bug kembali
1,2023-12-16 00:15:04,update server masuk hilang ngebug buka server masuk tolong baik nyaman guna aksed
1,2023-12-16 00:05:43,nge bug ngak baik
2,2023-12-16 00:05:35,ribet pisah pisah mana server massage optimal versi
1,2023-12-16 00:01:36,udpte parah rusak versi ui skrng ribet versi ui mending gausah udpte dlu versi ui kendala laen masuk voice suara masuk output phone speaker jdi ganti jdi ribet udpte grup ilang parah updatenya
1,2023-12-15 23:59:15,tau nya tdi vc eror pake dc nya gimana tolong baik
1,2023-12-15 21:23:29,susah banget login ajig
1,2023-12-15 18:44:39,too many bug versi jelek suka jumping channel ngobrol dichannel eh ganti channel isi pesan sesuai channelnya
2,2023-12-15 18:06:14,woi login i am robot udah bener
3,2023-12-15 17:13:18,tampil oke but kadang member nggak muncul room chanel room rada ngelag sulit user terimakasih
1,2023-12-15 17:10:14,update banyak bug aneh buruk
1,2023-12-15 17:01:39,update reponsif berat banget
1,2023-12-15 16:05:00,ni
1,2023-12-15 15:59:52,update an jelek suara gua ilang ilangan bjir
1,2023-12-15 13:54:37,ramah qu ksi bintank y hah updt gajelas kasih bintang
5,2023-12-15 13:42:35,masuk abang elestial hd
1,2023-12-15 13:32:51,tolong kembali tampil ui
1,2023-12-15 13:06:35,inti bug
1,2023-12-15 12:55:37,update doang bagus kagaa merusakk joesadangry
1,2023-12-15 12:24:21,layar mati mati mulu semenjak update
1,2023-12-15 12:12:20,update trash susah cari item balikin mode
1,2023-12-15 11:58:08,ngebug nggak fiturnya cuman nyusahin bagusaan trus voice nggak liat buka dc lambat banget make wifi ngebug make paket data nggak tolong lerbaiki bug ini
1,2023-12-15 11:32:33,pas login pake nomor hp suruh reset password
1,2023-12-15 11:05:17,apk lol daftar sulit kocak apk lo bst
4,2023-12-15 09:30:03,bug
1,2023-12-15 09:01:52,update manfaat
1,2023-12-15 03:59:55,bug nya updatean
5,2023-12-15 02:28:59,udah bagus tinggal tunggu atur bahasa indonesia cakep
1,2023-12-15 01:58:04,update baru kecewa penuh bug
1,2023-12-15 00:50:12,daftar kode invalid kode
1,2023-12-15 00:40:51,update baru sulit guna milik server cari chat server fitur search server fitur search channel tolong baik
1,2023-12-15 00:29:49,tolong fix bugnya org dm
1,2023-12-14 13:53:14,semenjak update baru forced close ngelag
2,2023-12-14 13:49:18,d update dc jelek mending gw
1,2023-12-14 13:06:51,versi banyak bug
1,2023-12-14 12:45:08,knp login register invalid whyyy baik bikin udh confrim you not are human gmn sih
1,2023-12-14 11:39:08,update bug nggak
1,2023-12-14 11:01:56,versi ribet berat
1,2023-12-14 10:52:17,semenjak update jdi susah call kirim pesan susah mohon cepat diupdate
1,2023-12-14 10:00:17,update susah
1,2023-12-14 09:27:47,balikin ui
5,2023-12-14 08:15:47,apk baik ngobrol grub
1,2023-12-14 03:57:51,mending tampilin update udah bagus ngerubah sempurna user
1,2023-12-14 02:59:14,ui hancur lebur bug
5,2023-12-14 00:11:26,susah pencet tar pencet entar busuk bngt
1,2023-12-13 23:58:38,dc update bug
5,2023-12-13 22:21:35,bagus channel ngecek media media uang isi taut kayak whatsapp inti sisa personal opini new ui keren
1,2023-12-13 22:13:55,update hp restart
4,2023-12-13 17:46:53,suara bot musik platform android jernih banding platform pc mohon baik terimakasih
1,2023-12-13 17:41:28,pas update apk nya bugg suara lawan bicara auto kecilin bugg pencet tampil nya udah baguss mes bugg nya dah doang sih trimah kasih
4,2023-12-13 17:24:38,lot banget
4,2023-12-13 16:07:00,ngelag pilih bahasa
1,2023-12-13 15:56:14,baru jelek dah bikin suara pacar banget ngebug tolong benerin ya biar suara pacar engga jelek udah diupdate bagus revisi bintang kasih bintang ya
1,2023-12-13 15:48:34,kembali
1,2023-12-13 15:29:13,apk pepek eror login susah pepek
1,2023-12-13 14:49:58,kaga akun susah
1,2023-12-13 14:25:22,bug semenjak update tampil bingung
1,2023-12-13 14:08:03,update lot parah
1,2023-12-13 13:50:58,suck update
2,2023-12-13 13:47:28,loading discordnya berat pdhal apk chat
1,2023-12-13 13:42:58,layout guna perangkat mobile nyaman user interface berat ponsel dekstop mohon tingkat optimalisasi
1,2023-12-13 13:21:41,tolong kembali ui mobile update bug
1,2023-12-13 13:20:51,bikin akun bikin aku entar
1,2023-12-13 13:20:01,benerin woi bug
5,2023-12-13 11:32:22,guna
5,2023-12-13 10:39:00,guna bantu komunikasi
1,2023-12-13 10:16:07,update baru kecewa harap kembali ui sistem karna repot bug muncul terus stabil tata letak ui bingung repot fitur geser kiri reply buruk bug loop mengjengkelkan tim developer mohon dekembalikan didowngrade versi karna stabil efisien nyaman
1,2023-12-13 06:58:09,jadah
1,2023-12-13 06:47:29,salah update buruk ui jelek ribet dev
1,2023-12-13 05:02:10,kembali ui ui baru efisien lambat kerja
1,2023-12-13 03:25:00,ubah ui bug nya ganggu banget
1,2023-12-13 03:14:18,hmmmm bagus sih bingung make nya
1,2023-12-13 03:04:34,login udah bener
1,2023-12-12 23:40:35,kebaya bug layar abu abu spam chat
1,2023-12-12 23:23:29,balikin versi kacau update bug
1,2023-12-12 17:37:59,output input soundnya masalah
1,2023-12-12 16:28:30,update skrng masuk
1,2023-12-12 16:06:04,ui layout nya jelek banget
4,2023-12-12 16:04:47,mudah ditambahin opsi kembali ui terkadang menggangu karna geser balas pesan orang
1,2023-12-12 15:59:44,tolong balikin settingan fitur guna bingung nyusahin
1,2023-12-12 15:01:11,cari chat karen fitur search chat adam tolong kembali karen fitur guna ubah ui mobile guna
1,2023-12-12 14:53:30,apan dah layout bikin nga nyaman ngebug mulu
3,2023-12-12 13:26:36,suka banget main d cma nih asli bug nya t t jdi nyaman mohon cepat d perbaikin yaa cma asik banget teman nyari tmn main game
1,2023-12-12 13:15:36,upgrade ngebuf mending kembaliin versi kek kemarin enak kemaren kemaren sih kek lot banget hp udh ngeliat teman online server
1,2023-12-12 12:42:59,enak jdi ngebug room chatnya kadang notifnya masuk ato nya
1,2023-12-12 12:41:10,bug nya banget download hp nya udah males tangan ya udah bubarin
1,2023-12-12 12:25:44,bug tampil tolong balikin kayak kemarin makasih
1,2023-12-12 11:33:29,update bug koreksi bagus update
1,2023-12-12 11:25:18,semenjak update bug nyaman udah mah buka nya bet sinyal lemah
3,2023-12-12 10:37:12,update discrod delay
3,2023-12-12 09:36:56,buruk
1,2023-12-12 09:19:05,games kenpa yah baharu buka asi bosan tolong kembali admin hormat
1,2023-12-12 08:47:33,dicord update nya bikin susah penguna fix bug bug
1,2023-12-12 08:15:22,update jelek
1,2023-12-12 04:57:46,bagus ui ui ribet voice bug suara masuk liat member klik klik ui tinggal swipe
1,2023-12-12 04:44:29,update buruk
3,2023-12-12 04:17:08,update kedip on main game menggangu harap baik
3,2023-12-12 02:06:01,nyaman riwayat pesan simpan mohon fitur hapus pesan jejak dar close dm ujung arsip terima kasih
1,2023-12-12 01:14:58,update baru bug resah
1,2023-12-11 23:04:53,updet buka bagus goblog ni
1,2023-12-11 21:19:31,update ngaco
1,2023-12-11 21:12:20,paksa ganti password konyol
1,2023-12-11 16:58:30,gajee daftar susah anehh
2,2023-12-11 15:56:38,aneh beda bat pc bug kena bug lihat pesan pas coba hapus data login inovasi bug fixing
1,2023-12-11 15:05:26,bagus tampil semenjak update bug optimal
3,2023-12-11 14:28:10,habis update bug nya pesan kirim double pesan kirim pesan tulis keyboard hilang nulis hapus pesan
2,2023-12-11 14:21:02,bug
1,2023-12-11 14:20:57,bug fitur cari pesan nya beda chanel bagus yng kemarin
2,2023-12-11 13:57:05,handphone atas doang gimana gampang freezing freezing
1,2023-12-11 13:51:09,kembali ui simple ribet
1,2023-12-11 13:47:19,update sampah lag bug layout ramah experience baik
1,2023-12-11 13:06:46,update bug orang voice cuman orang suara update suara aman aman
1,2023-12-11 12:56:40,bikin pusing updata suara
1,2023-12-11 12:40:54,balikin
1,2023-12-11 11:24:40,biasa ui harap solusi kembali ui
1,2023-12-11 10:29:08,update kaga dih lag parah
1,2023-12-11 10:27:54,layout buruk pakai layout
1,2023-12-11 09:22:21,nyaman berat
1,2023-12-11 08:58:23,tolong tambah translate otomatis terimakasih
3,2023-12-11 08:32:52,ya ampun registrasi nya gagal email pasword nya bener
2,2023-12-11 06:51:34,optimal fitur bingung stabil
2,2023-12-11 06:00:44,free nitro minggu batal muncul langgan nya google play store tolong bantu bug
1,2023-12-11 05:00:37,inti suka update
1,2023-12-11 03:36:20,apk ngeselin banget login susah banget ribet tau udah kek pw bener eh salah tolol
1,2023-12-10 21:22:20,ngebug mulu njing
1,2023-12-10 15:59:59,tampil bagong liat orang server on scroll dark theme nya ireng interface bikin ribet update kali buruk
1,2023-12-10 13:47:09,alahh gajelass
3,2023-12-10 13:42:42,hp buka suka crash huhuhu
2,2023-12-10 12:33:22,update mobile berat open hp android oppo
1,2023-12-10 11:56:47,aman akun gw kena hack kena tuduh sebar link bagus
1,2023-12-10 11:55:07,kembali ui nyaman banget liat status online grup channel ribet banget blm nemu solusi skrg ui udah bagus bikin gin
1,2023-12-10 11:54:35,update buruk guna setia kecewa berat update tanda gali kubur relevan platform komunitas gamer
1,2023-12-10 11:22:24,tampil baru jijik layar hitam kembali tampil versi
1,2023-12-10 09:52:24,verify log tombol verifynya neripo
1,2023-12-10 09:47:29,tolong kembali ui mobile versi ui versi efisien finger movement akses dm server pinned message list anggota server
1,2023-12-10 09:37:22,verifikasi nomor gagal mulu
1,2023-12-10 09:11:32,mending versi tombol pindah bingung bagus ui
1,2023-12-10 09:06:09,update
2,2023-12-10 09:04:26,abis update bug
1,2023-12-10 08:52:21,suara nya pdhl volume full gilir d pake apk wa
1,2023-12-10 06:55:54,sampah daftar gakbisa
1,2023-12-10 05:38:21,fitur layout guna nyaman muncul bug menganggu suara default output ubah output phone speaker ganti output speaker masuk voice channel
1,2023-12-10 02:59:56,habis update bsa invt org keserver kirim photo
1,2023-12-10 01:24:07,suka tampil ribet bagus
1,2023-12-09 19:53:28,tampil baru buruk
1,2023-12-09 17:23:41,lag abis upgrade parah lag abis kirim sen pesan nya apus mamakai emot sedia niat upgrade ya kntln udh bagus ganti kiblat discrod emng ush ganti abis upgrade bug parah bug fix kecewa developer discrod bayar murah ya umr ya gaji nya
1,2023-12-09 16:30:45,kocak login akun kocak kocak jelek ae nih apk
5,2023-12-09 16:17:39,elek mantap
1,2023-12-09 15:19:51,gakelas daftar
5,2023-12-09 14:49:37,bagus obrol teman
1,2023-12-09 14:32:08,gajelass banget bug sat jaring buka lancar join voice gabisa
1,2023-12-09 13:29:35,babi macem login sulit unable to send sms massage
1,2023-12-09 12:47:37,bug trs benerin ngeselin orang
1,2023-12-09 12:43:57,masuk password code invalid kecewa
